extract_month,county_code,party_affiliation,voter_status,voter_count
2026-04,DAD,IND,ACT,25197
2026-04,DAD,IND,INA,4546
2026-04,DAD,JEF,ACT,5
2026-04,DAD,LPF,ACT,1493
2026-04,DAD,LPF,INA,579
2026-04,DAD,MGT,ACT,3
2026-04,DAD,NPA,ACT,388827
2026-04,DAD,NPA,INA,142320
2026-04,DAD,PSL,ACT,150
2026-04,DAD,PSL,INA,38
2026-04,DAD,REP,ACT,451228
2026-04,DAD,REP,INA,68827
2026-04,DES,AMF,ACT,33
2026-04,DES,ASP,ACT,12
2026-04,DES,ASP,INA,1
2026-04,DES,BPP,ACT,12
2026-04,DES,CPF,ACT,45
2026-04,DES,CPF,INA,6
2026-04,DES,CPP,ACT,7
2026-04,DES,CSV,ACT,92
2026-04,DES,CSV,INA,1
2026-04,DES,DEM,ACT,4057
2026-04,DES,DEM,INA,1517
2026-04,DES,ECO,ACT,3
2026-04,DES,FFP,ACT,3
2026-04,DES,GRE,ACT,7
2026-04,DES,GRE,INA,2
2026-04,DES,IND,ACT,269
2026-04,DES,IND,INA,30
2026-04,DES,LPF,ACT,29
2026-04,DES,LPF,INA,5
2026-04,DES,NPA,ACT,3032
2026-04,DES,NPA,INA,1596
2026-04,DES,PSL,INA,1
2026-04,DES,REP,ACT,8099
2026-04,DES,REP,INA,1331
2026-04,DIX,AMF,ACT,11
2026-04,DIX,ASP,ACT,2
2026-04,DIX,BPP,ACT,5
2026-04,DIX,CPF,ACT,21
2026-04,DIX,CPF,INA,2
2026-04,DIX,CPP,ACT,5
2026-04,DIX,CSV,ACT,25
2026-04,DIX,CSV,INA,2
2026-04,DIX,DEM,ACT,1619
2026-04,DIX,DEM,INA,537
2026-04,DIX,ECO,ACT,1
2026-04,DIX,ECO,INA,1
2026-04,DIX,FFP,ACT,1
2026-04,DIX,GRE,ACT,9
2026-04,DIX,IND,ACT,145
2026-04,DIX,IND,INA,29
2026-04,DIX,LPF,ACT,16
2026-04,DIX,LPF,INA,1
2026-04,DIX,NPA,ACT,1331
2026-04,DIX,NPA,INA,523
2026-04,DIX,PSL,ACT,1
2026-04,DIX,REP,ACT,6734
2026-04,DIX,REP,INA,689
2026-04,DUV,AMF,ACT,1056
2026-04,DUV,AMF,INA,30
2026-04,DUV,ASP,ACT,491
2026-04,DUV,ASP,INA,49
2026-04,DUV,BPP,ACT,754
2026-04,DUV,BPP,INA,80
2026-04,DUV,CPF,ACT,1128
2026-04,DUV,CPF,INA,219
2026-04,DUV,CPP,ACT,579
2026-04,DUV,CPP,INA,82
2026-04,DUV,CSV,ACT,2157
2026-04,DUV,CSV,INA,296
2026-04,DUV,DEM,ACT,240077
2026-04,DUV,DEM,INA,31953
2026-04,DUV,ECO,ACT,227
2026-04,DUV,ECO,INA,34
2026-04,DUV,FFP,ACT,111
2026-04,DUV,FFP,INA,4
2026-04,DUV,GRE,ACT,584
2026-04,DUV,GRE,INA,90
2026-04,DUV,IND,ACT,13507
2026-04,DUV,IND,INA,1532
2026-04,DUV,JEF,ACT,7
2026-04,DUV,JEF,INA,1
2026-04,DUV,LPF,ACT,2349
2026-04,DUV,LPF,INA,399
2026-04,DUV,MGT,ACT,4
2026-04,DUV,NPA,ACT,142003
2026-04,DUV,NPA,INA,23483
2026-04,DUV,PSL,ACT,121
2026-04,DUV,PSL,INA,27
2026-04,DUV,REP,ACT,235104
2026-04,DUV,REP,INA,18950
2026-04,ESC,AMF,ACT,365
2026-04,ESC,AMF,INA,9
2026-04,ESC,ASP,ACT,125
2026-04,ESC,ASP,INA,4
2026-04,ESC,BPP,ACT,92
2026-04,ESC,BPP,INA,4
2026-04,ESC,CPF,ACT,341
2026-04,ESC,CPF,INA,44
2026-04,ESC,CPP,ACT,134
2026-04,ESC,CPP,INA,9
2026-04,ESC,CSV,ACT,802
2026-04,ESC,CSV,INA,47
2026-04,ESC,DEM,ACT,58433
2026-04,ESC,DEM,INA,15661
2026-04,ESC,ECO,ACT,62
2026-04,ESC,ECO,INA,6
2026-04,ESC,FFP,ACT,23
2026-04,ESC,FFP,INA,1
2026-04,ESC,GRE,ACT,172
2026-04,ESC,GRE,INA,43
2026-04,ESC,IND,ACT,4296
2026-04,ESC,IND,INA,757
2026-04,ESC,JEF,ACT,1
2026-04,ESC,LPF,ACT,810
2026-04,ESC,LPF,INA,261
2026-04,ESC,NPA,ACT,38349
2026-04,ESC,NPA,INA,15941
2026-04,ESC,PSL,ACT,81
2026-04,ESC,PSL,INA,21
2026-04,ESC,REP,ACT,98373
2026-04,ESC,REP,INA,15043
2026-04,FLA,AMF,ACT,179
2026-04,FLA,AMF,INA,2
2026-04,FLA,ASP,ACT,63
2026-04,FLA,ASP,INA,2
2026-04,FLA,BPP,ACT,125
2026-04,FLA,BPP,INA,7
2026-04,FLA,CPF,ACT,206
2026-04,FLA,CPF,INA,14
2026-04,FLA,CPP,ACT,100
2026-04,FLA,CPP,INA,2
2026-04,FLA,CSV,ACT,582
2026-04,FLA,CSV,INA,16
2026-04,FLA,DEM,ACT,22958
2026-04,FLA,DEM,INA,4060
2026-04,FLA,ECO,ACT,47
2026-04,FLA,ECO,INA,4
2026-04,FLA,FFP,ACT,13
2026-04,FLA,GRE,ACT,71
2026-04,FLA,GRE,INA,17
2026-04,FLA,IND,ACT,2421
2026-04,FLA,IND,INA,240
2026-04,FLA,JEF,ACT,1
2026-04,FLA,LPF,ACT,256
2026-04,FLA,LPF,INA,47
2026-04,FLA,NPA,ACT,20517
2026-04,FLA,NPA,INA,5787
2026-04,FLA,PSL,ACT,10
2026-04,FLA,PSL,INA,3
2026-04,FLA,REP,ACT,49683
2026-04,FLA,REP,INA,4806
2026-04,FRA,AMF,ACT,7
2026-04,FRA,ASP,ACT,2
2026-04,FRA,ASP,INA,2
2026-04,FRA,BPP,ACT,2
2026-04,FRA,CPF,ACT,14
2026-04,FRA,CPF,INA,2
2026-04,FRA,CPP,ACT,2
2026-04,FRA,CPP,INA,1
2026-04,FRA,CSV,ACT,40
2026-04,FRA,CSV,INA,2
2026-04,FRA,DEM,ACT,2148
2026-04,FRA,DEM,INA,444
2026-04,FRA,ECO,ACT,5
2026-04,FRA,ECO,INA,3
2026-04,FRA,FFP,ACT,2
2026-04,FRA,GRE,ACT,3
2026-04,FRA,IND,ACT,187
2026-04,FRA,IND,INA,36
2026-04,FRA,JEF,ACT,1
2026-04,FRA,LPF,ACT,18
2026-04,FRA,LPF,INA,5
2026-04,FRA,NPA,ACT,1094
2026-04,FRA,NPA,INA,285
2026-04,FRA,REP,ACT,4077
2026-04,FRA,REP,INA,443
2026-04,GAD,AMF,ACT,23
2026-04,GAD,ASP,ACT,21
2026-04,GAD,ASP,INA,1
2026-04,GAD,BPP,ACT,1
2026-04,GAD,CPF,ACT,33
2026-04,GAD,CPF,INA,8
2026-04,GAD,CPP,ACT,16
2026-04,GAD,CSV,ACT,58
2026-04,GAD,CSV,INA,4
2026-04,GAD,DEM,ACT,17320
2026-04,GAD,DEM,INA,3236
2026-04,GAD,ECO,ACT,6
2026-04,GAD,FFP,ACT,2
2026-04,GAD,FFP,INA,1
2026-04,GAD,GRE,ACT,15
2026-04,GAD,GRE,INA,1
2026-04,GAD,IND,ACT,267
2026-04,GAD,IND,INA,45
2026-04,GAD,LPF,ACT,48
2026-04,GAD,LPF,INA,10
2026-04,GAD,NPA,ACT,2805
2026-04,GAD,NPA,INA,913
2026-04,GAD,PSL,ACT,2
2026-04,GAD,PSL,INA,1
2026-04,GAD,REP,ACT,5890
2026-04,GAD,REP,INA,602
2026-04,GIL,AMF,ACT,13
2026-04,GIL,ASP,ACT,10
2026-04,GIL,ASP,INA,2
2026-04,GIL,BPP,ACT,4
2026-04,GIL,CPF,ACT,27
2026-04,GIL,CPP,ACT,5
2026-04,GIL,CPP,INA,1
2026-04,GIL,CSV,ACT,48
2026-04,GIL,CSV,INA,1
2026-04,GIL,DEM,ACT,1698
2026-04,GIL,DEM,INA,251
2026-04,GIL,ECO,ACT,5
2026-04,GIL,FFP,ACT,2
2026-04,GIL,GRE,ACT,8
2026-04,GIL,GRE,INA,1
2026-04,GIL,IND,ACT,308
2026-04,GIL,IND,INA,24
2026-04,GIL,JEF,ACT,1
2026-04,GIL,LPF,ACT,44
2026-04,GIL,LPF,INA,8
2026-04,GIL,NPA,ACT,1535
2026-04,GIL,NPA,INA,363
2026-04,GIL,PSL,INA,1
2026-04,GIL,REP,ACT,8968
2026-04,GIL,REP,INA,558
2026-04,GLA,AMF,ACT,17
2026-04,GLA,ASP,ACT,6
2026-04,GLA,BPP,ACT,1
2026-04,GLA,CPF,ACT,13
2026-04,GLA,CPP,ACT,7
2026-04,GLA,CSV,ACT,19
2026-04,GLA,DEM,ACT,1409
2026-04,GLA,DEM,INA,450
2026-04,GLA,ECO,ACT,1
2026-04,GLA,FFP,ACT,1
2026-04,GLA,GRE,ACT,4
2026-04,GLA,GRE,INA,1
2026-04,GLA,IND,ACT,133
2026-04,GLA,IND,INA,20
2026-04,GLA,LPF,ACT,12
2026-04,GLA,LPF,INA,5
2026-04,GLA,NPA,ACT,1086
2026-04,GLA,NPA,INA,418
2026-04,GLA,PSL,ACT,1
2026-04,GLA,REP,ACT,4033
2026-04,GLA,REP,INA,444
2026-04,GUL,AMF,ACT,13
2026-04,GUL,ASP,ACT,5
2026-04,GUL,BPP,ACT,2
2026-04,GUL,CPF,ACT,23
2026-04,GUL,CPP,ACT,7
2026-04,GUL,CSV,ACT,44
2026-04,GUL,DEM,ACT,2292
2026-04,GUL,DEM,INA,257
2026-04,GUL,ECO,ACT,4
2026-04,GUL,ECO,INA,1
2026-04,GUL,GRE,ACT,6
2026-04,GUL,GRE,INA,1
2026-04,GUL,IND,ACT,240
2026-04,GUL,IND,INA,22
2026-04,GUL,LPF,ACT,30
2026-04,GUL,LPF,INA,4
2026-04,GUL,NPA,ACT,1288
2026-04,GUL,NPA,INA,306
2026-04,GUL,PSL,ACT,1
2026-04,GUL,PSL,INA,1
2026-04,GUL,REP,ACT,7087
2026-04,GUL,REP,INA,443
2026-04,HAM,AMF,ACT,26
2026-04,HAM,ASP,ACT,8
2026-04,HAM,BPP,ACT,1
2026-04,HAM,CPF,ACT,14
2026-04,HAM,CPF,INA,5
2026-04,HAM,CPP,ACT,4
2026-04,HAM,CSV,ACT,38
2026-04,HAM,DEM,ACT,2307
2026-04,HAM,DEM,INA,654
2026-04,HAM,FFP,ACT,1
2026-04,HAM,GRE,ACT,6
2026-04,HAM,GRE,INA,1
2026-04,HAM,IND,ACT,97
2026-04,HAM,IND,INA,29
2026-04,HAM,LPF,ACT,12
2026-04,HAM,LPF,INA,3
2026-04,HAM,NPA,ACT,801
2026-04,HAM,NPA,INA,379
2026-04,HAM,PSL,ACT,2
2026-04,HAM,PSL,INA,1
2026-04,HAM,REP,ACT,3639
2026-04,HAM,REP,INA,391
2026-04,HAR,AMF,ACT,45
2026-04,HAR,ASP,ACT,13
2026-04,HAR,BPP,ACT,11
2026-04,HAR,CPF,ACT,36
2026-04,HAR,CPP,ACT,11
2026-04,HAR,CSV,ACT,80
2026-04,HAR,DEM,ACT,2353
2026-04,HAR,DEM,INA,873
2026-04,HAR,FFP,ACT,5
2026-04,HAR,GRE,ACT,8
2026-04,HAR,IND,ACT,148
2026-04,HAR,IND,INA,10
2026-04,HAR,LPF,ACT,27
2026-04,HAR,LPF,INA,6
2026-04,HAR,NPA,ACT,1941
2026-04,HAR,NPA,INA,717
2026-04,HAR,PSL,ACT,3
2026-04,HAR,REP,ACT,6556
2026-04,HAR,REP,INA,710
2026-04,HEN,AMF,ACT,36
2026-04,HEN,AMF,INA,1
2026-04,HEN,ASP,ACT,26
2026-04,HEN,ASP,INA,1
2026-04,HEN,BPP,ACT,19
2026-04,HEN,CPF,ACT,24
2026-04,HEN,CPF,INA,2
2026-04,HEN,CPP,ACT,18
2026-04,HEN,CPP,INA,1
2026-04,HEN,CSV,ACT,69
2026-04,HEN,CSV,INA,1
2026-04,HEN,DEM,ACT,5348
2026-04,HEN,DEM,INA,2047
2026-04,HEN,ECO,ACT,9
2026-04,HEN,FFP,ACT,3
2026-04,HEN,FFP,INA,1
2026-04,HEN,GRE,ACT,12
2026-04,HEN,GRE,INA,2
2026-04,HEN,IND,ACT,272
2026-04,HEN,IND,INA,55
2026-04,HEN,LPF,ACT,38
2026-04,HEN,LPF,INA,9
2026-04,HEN,NPA,ACT,3526
2026-04,HEN,NPA,INA,1659
2026-04,HEN,PSL,ACT,4
2026-04,HEN,PSL,INA,1
2026-04,HEN,REP,ACT,9303
2026-04,HEN,REP,INA,1306
2026-04,HER,AMF,ACT,215
2026-04,HER,AMF,INA,5
2026-04,HER,ASP,ACT,91
2026-04,HER,ASP,INA,1
2026-04,HER,BPP,ACT,206
2026-04,HER,BPP,INA,11
2026-04,HER,CPF,ACT,230
2026-04,HER,CPF,INA,30
2026-04,HER,CPP,ACT,86
2026-04,HER,CPP,INA,4
2026-04,HER,CSV,ACT,589
2026-04,HER,CSV,INA,18
2026-04,HER,DEM,ACT,29978
2026-04,HER,DEM,INA,8569
2026-04,HER,ECO,ACT,34
2026-04,HER,ECO,INA,3
2026-04,HER,FFP,ACT,23
2026-04,HER,FFP,INA,2
2026-04,HER,GRE,ACT,91
2026-04,HER,GRE,INA,31
2026-04,HER,IND,ACT,3598
2026-04,HER,IND,INA,645
2026-04,HER,JEF,ACT,1
2026-04,HER,LPF,ACT,343
2026-04,HER,LPF,INA,97
2026-04,HER,NPA,ACT,29521
2026-04,HER,NPA,INA,11684
2026-04,HER,PSL,ACT,21
2026-04,HER,PSL,INA,5
2026-04,HER,REP,ACT,69230
2026-04,HER,REP,INA,9868
2026-04,HIG,AMF,ACT,118
2026-04,HIG,AMF,INA,2
2026-04,HIG,ASP,ACT,67
2026-04,HIG,ASP,INA,3
2026-04,HIG,BPP,ACT,150
2026-04,HIG,BPP,INA,4
2026-04,HIG,CPF,ACT,133
2026-04,HIG,CPF,INA,14
2026-04,HIG,CPP,ACT,46
2026-04,HIG,CPP,INA,5
2026-04,HIG,CSV,ACT,366
2026-04,HIG,CSV,INA,6
2026-04,HIG,DEM,ACT,13944
2026-04,HIG,DEM,INA,3780
2026-04,HIG,ECO,ACT,25
2026-04,HIG,ECO,INA,2
2026-04,HIG,FFP,ACT,11
2026-04,HIG,FFP,INA,1
2026-04,HIG,GRE,ACT,36
2026-04,HIG,GRE,INA,5
2026-04,HIG,IND,ACT,1529
2026-04,HIG,IND,INA,163
2026-04,HIG,JEF,ACT,1
2026-04,HIG,LPF,ACT,118
2026-04,HIG,LPF,INA,32
2026-04,HIG,NPA,ACT,12263
2026-04,HIG,NPA,INA,4873
2026-04,HIG,PSL,ACT,8
2026-04,HIG,PSL,INA,1
2026-04,HIG,REP,ACT,35437
2026-04,HIG,REP,INA,4019
2026-04,HIL,AMF,ACT,1127
2026-04,HIL,AMF,INA,51
2026-04,HIL,ASP,ACT,545
2026-04,HIL,ASP,INA,35
2026-04,HIL,BPP,ACT,1366
2026-04,HIL,BPP,INA,110
2026-04,HIL,CPF,ACT,1123
2026-04,HIL,CPF,INA,204
2026-04,HIL,CPP,ACT,478
2026-04,HIL,CPP,INA,57
2026-04,HIL,CSV,ACT,2330
2026-04,HIL,CSV,INA,226
2026-04,HIL,DEM,ACT,268847
2026-04,HIL,DEM,INA,75913
2026-04,HIL,ECO,ACT,240
2026-04,HIL,ECO,INA,51
2026-04,HIL,FFP,ACT,134
2026-04,HIL,FFP,INA,14
2026-04,HIL,GRE,ACT,640
2026-04,HIL,GRE,INA,209
2026-04,HIL,IND,ACT,19030
2026-04,HIL,IND,INA,3375
2026-04,HIL,JEF,ACT,7
2026-04,HIL,LPF,ACT,2418
2026-04,HIL,LPF,INA,666
2026-04,HIL,MGT,ACT,3
2026-04,HIL,MGT,INA,1
2026-04,HIL,NPA,ACT,214382
2026-04,HIL,NPA,INA,85536
2026-04,HIL,PSL,ACT,210
2026-04,HIL,PSL,INA,64
2026-04,HIL,REP,ACT,290929
2026-04,HIL,REP,INA,42523
2026-04,HOL,AMF,ACT,13
2026-04,HOL,ASP,ACT,7
2026-04,HOL,CPF,ACT,30
2026-04,HOL,CPF,INA,2
2026-04,HOL,CPP,ACT,10
2026-04,HOL,CSV,ACT,35
2026-04,HOL,DEM,ACT,1491
2026-04,HOL,DEM,INA,362
2026-04,HOL,ECO,ACT,1
2026-04,HOL,ECO,INA,1
2026-04,HOL,GRE,ACT,8
2026-04,HOL,IND,ACT,146
2026-04,HOL,IND,INA,21
2026-04,HOL,LPF,ACT,21
2026-04,HOL,LPF,INA,7
2026-04,HOL,NPA,ACT,1185
2026-04,HOL,NPA,INA,464
2026-04,HOL,PSL,ACT,2
2026-04,HOL,REP,ACT,8232
2026-04,HOL,REP,INA,712
2026-04,IND,AMF,ACT,187
2026-04,IND,AMF,INA,4
2026-04,IND,ASP,ACT,74
2026-04,IND,ASP,INA,4
2026-04,IND,BPP,ACT,48
2026-04,IND,BPP,INA,2
2026-04,IND,CPF,ACT,181
2026-04,IND,CPF,INA,26
2026-04,IND,CPP,ACT,69
2026-04,IND,CPP,INA,6
2026-04,IND,CSV,ACT,440
2026-04,IND,CSV,INA,22
2026-04,IND,DEM,ACT,25946
2026-04,IND,DEM,INA,4521
2026-04,IND,ECO,ACT,32
2026-04,IND,ECO,INA,3
2026-04,IND,FFP,ACT,21
2026-04,IND,FFP,INA,1
2026-04,IND,GRE,ACT,79
2026-04,IND,GRE,INA,14
2026-04,IND,IND,ACT,3551
2026-04,IND,IND,INA,437
2026-04,IND,JEF,ACT,2
2026-04,IND,LPF,ACT,273
2026-04,IND,LPF,INA,44
2026-04,IND,NPA,ACT,24337
2026-04,IND,NPA,INA,5608
2026-04,IND,PSL,ACT,11
2026-04,IND,PSL,INA,1
2026-04,IND,REP,ACT,62019
2026-04,IND,REP,INA,5299
2026-04,JAC,AMF,ACT,41
2026-04,JAC,AMF,INA,1
2026-04,JAC,ASP,ACT,25
2026-04,JAC,ASP,INA,2
2026-04,JAC,BPP,ACT,5
2026-04,JAC,CPF,ACT,47
2026-04,JAC,CPF,INA,6
2026-04,JAC,CPP,ACT,17
2026-04,JAC,CSV,ACT,109
2026-04,JAC,CSV,INA,3
2026-04,JAC,DEM,ACT,7766
2026-04,JAC,DEM,INA,2043
2026-04,JAC,ECO,ACT,5
2026-04,JAC,FFP,ACT,3
2026-04,JAC,GRE,ACT,16
2026-04,JAC,GRE,INA,1
2026-04,JAC,IND,ACT,306
2026-04,JAC,IND,INA,37
2026-04,JAC,LPF,ACT,47
2026-04,JAC,LPF,INA,8
2026-04,JAC,NPA,ACT,2623
2026-04,JAC,NPA,INA,1032
2026-04,JAC,PSL,ACT,5
2026-04,JAC,PSL,INA,2
2026-04,JAC,REP,ACT,15900
2026-04,JAC,REP,INA,1603
2026-04,JEF,AMF,ACT,17
2026-04,JEF,ASP,ACT,3
2026-04,JEF,BPP,ACT,1
2026-04,JEF,CPF,ACT,10
2026-04,JEF,CPP,ACT,2
2026-04,JEF,CSV,ACT,15
2026-04,JEF,CSV,INA,1
2026-04,JEF,DEM,ACT,3774
2026-04,JEF,DEM,INA,332
2026-04,JEF,ECO,ACT,1
2026-04,JEF,FFP,INA,1
2026-04,JEF,GRE,ACT,1
2026-04,JEF,IND,ACT,151
2026-04,JEF,IND,INA,15
2026-04,JEF,JEF,ACT,1
2026-04,JEF,LPF,ACT,18
2026-04,JEF,NPA,ACT,1150
2026-04,JEF,NPA,INA,146
2026-04,JEF,PSL,ACT,1
2026-04,JEF,REP,ACT,4639
2026-04,JEF,REP,INA,215
2026-04,LAF,CPF,ACT,3
2026-04,LAF,CSV,ACT,7
2026-04,LAF,DEM,ACT,592
2026-04,LAF,DEM,INA,230
2026-04,LAF,GRE,INA,1
2026-04,LAF,IND,ACT,54
2026-04,LAF,IND,INA,6
2026-04,LAF,LPF,ACT,6
2026-04,LAF,LPF,INA,1
2026-04,LAF,NPA,ACT,265
2026-04,LAF,NPA,INA,116
2026-04,LAF,REP,ACT,3280
2026-04,LAF,REP,INA,265
2026-04,LAK,AMF,ACT,271
2026-04,LAK,AMF,INA,1
2026-04,LAK,ASP,ACT,128
2026-04,LAK,ASP,INA,9
2026-04,LAK,BPP,ACT,434
2026-04,LAK,BPP,INA,30
2026-04,LAK,CPF,ACT,382
2026-04,LAK,CPF,INA,62
2026-04,LAK,CPP,ACT,142
2026-04,LAK,CPP,INA,6
2026-04,LAK,CSV,ACT,977
2026-04,LAK,CSV,INA,57
2026-04,LAK,DEM,ACT,67529
2026-04,LAK,DEM,INA,15255
2026-04,LAK,ECO,ACT,78
2026-04,LAK,ECO,INA,24
2026-04,LAK,FFP,ACT,26
2026-04,LAK,FFP,INA,1
2026-04,LAK,GRE,ACT,201
2026-04,LAK,GRE,INA,42
2026-04,LAK,IND,ACT,6677
2026-04,LAK,IND,INA,765
2026-04,LAK,JEF,ACT,1
2026-04,LAK,LPF,ACT,704
2026-04,LAK,LPF,INA,169
2026-04,LAK,MGT,ACT,1
2026-04,LAK,NPA,ACT,64999
2026-04,LAK,NPA,INA,20053
2026-04,LAK,PSL,ACT,35
2026-04,LAK,PSL,INA,13
2026-04,LAK,REP,ACT,131140
2026-04,LAK,REP,INA,15177
2026-04,LEE,AMF,ACT,706
2026-04,LEE,AMF,INA,17
2026-04,LEE,ASP,ACT,283
2026-04,LEE,ASP,INA,10
2026-04,LEE,BPP,ACT,467
2026-04,LEE,BPP,INA,24
2026-04,LEE,CPF,ACT,700
2026-04,LEE,CPF,INA,62
2026-04,LEE,CPP,ACT,273
2026-04,LEE,CPP,INA,5
2026-04,LEE,CSV,ACT,1703
2026-04,LEE,CSV,INA,75
2026-04,LEE,DEM,ACT,105596
2026-04,LEE,DEM,INA,23344
2026-04,LEE,ECO,ACT,157
2026-04,LEE,ECO,INA,13
2026-04,LEE,FFP,ACT,57
2026-04,LEE,FFP,INA,4
2026-04,LEE,GRE,ACT,308
2026-04,LEE,GRE,INA,76
2026-04,LEE,IND,ACT,11921
2026-04,LEE,IND,INA,1353
2026-04,LEE,JEF,ACT,4
2026-04,LEE,JEF,INA,1
2026-04,LEE,LPF,ACT,1065
2026-04,LEE,LPF,INA,248
2026-04,LEE,MGT,ACT,3
2026-04,LEE,NPA,ACT,126388
2026-04,LEE,NPA,INA,35443
2026-04,LEE,PSL,ACT,60
2026-04,LEE,PSL,INA,20
2026-04,LEE,REP,ACT,243363
2026-04,LEE,REP,INA,25295
2026-04,LEO,AMF,ACT,202
2026-04,LEO,ASP,ACT,80
2026-04,LEO,ASP,INA,1
2026-04,LEO,BPP,ACT,69
2026-04,LEO,BPP,INA,3
2026-04,LEO,CPF,ACT,252
2026-04,LEO,CPF,INA,26
2026-04,LEO,CPP,ACT,108
2026-04,LEO,CPP,INA,4
2026-04,LEO,CSV,ACT,412
2026-04,LEO,CSV,INA,11
2026-04,LEO,DEM,ACT,87296
2026-04,LEO,DEM,INA,18695
2026-04,LEO,ECO,ACT,46
2026-04,LEO,ECO,INA,5
2026-04,LEO,FFP,ACT,33
2026-04,LEO,GRE,ACT,144
2026-04,LEO,GRE,INA,47
2026-04,LEO,IND,ACT,3851
2026-04,LEO,IND,INA,462
2026-04,LEO,JEF,ACT,1
2026-04,LEO,LPF,ACT,517
2026-04,LEO,LPF,INA,136
2026-04,LEO,NPA,ACT,35892
2026-04,LEO,NPA,INA,11381
2026-04,LEO,PSL,ACT,53
2026-04,LEO,PSL,INA,7
2026-04,LEO,REP,ACT,54481
2026-04,LEO,REP,INA,6715
2026-04,LEV,AMF,ACT,76
2026-04,LEV,AMF,INA,2
2026-04,LEV,ASP,ACT,33
2026-04,LEV,ASP,INA,2
2026-04,LEV,BPP,ACT,37
2026-04,LEV,BPP,INA,1
2026-04,LEV,CPF,ACT,66
2026-04,LEV,CPF,INA,9
2026-04,LEV,CPP,ACT,18
2026-04,LEV,CPP,INA,3
2026-04,LEV,CSV,ACT,138
2026-04,LEV,CSV,INA,7
2026-04,LEV,DEM,ACT,6055
2026-04,LEV,DEM,INA,1502
2026-04,LEV,ECO,ACT,10
2026-04,LEV,ECO,INA,3
2026-04,LEV,FFP,ACT,5
2026-04,LEV,FFP,INA,1
2026-04,LEV,GRE,ACT,17
2026-04,LEV,GRE,INA,4
2026-04,LEV,IND,ACT,619
2026-04,LEV,IND,INA,105
2026-04,LEV,LPF,ACT,128
2026-04,LEV,LPF,INA,43
2026-04,LEV,NPA,ACT,4042
2026-04,LEV,NPA,INA,1699
2026-04,LEV,PSL,ACT,1
2026-04,LEV,PSL,INA,2
2026-04,LEV,REP,ACT,18365
2026-04,LEV,REP,INA,2030
2026-04,LIB,ASP,ACT,1
2026-04,LIB,CPF,ACT,3
2026-04,LIB,CPP,ACT,2
2026-04,LIB,CSV,ACT,9
2026-04,LIB,DEM,ACT,1194
2026-04,LIB,DEM,INA,200
2026-04,LIB,GRE,INA,1
2026-04,LIB,LPF,ACT,7
2026-04,LIB,NPA,ACT,463
2026-04,LIB,NPA,INA,24
2026-04,LIB,REP,ACT,2841
2026-04,LIB,REP,INA,30
2026-04,MAD,AMF,ACT,3
2026-04,MAD,ASP,ACT,2
2026-04,MAD,BPP,ACT,3
2026-04,MAD,CPF,ACT,14
2026-04,MAD,CPF,INA,1
2026-04,MAD,CPP,ACT,2
2026-04,MAD,CPP,INA,1
2026-04,MAD,CSV,ACT,11
2026-04,MAD,DEM,ACT,3843
2026-04,MAD,DEM,INA,1324
2026-04,MAD,FFP,ACT,1
2026-04,MAD,GRE,ACT,5
2026-04,MAD,IND,ACT,75
2026-04,MAD,IND,INA,11
2026-04,MAD,LPF,ACT,17
2026-04,MAD,LPF,INA,5
2026-04,MAD,NPA,ACT,1205
2026-04,MAD,NPA,INA,531
2026-04,MAD,PSL,INA,1
2026-04,MAD,REP,ACT,5190
2026-04,MAD,REP,INA,706
2026-04,MAN,AMF,ACT,237
2026-04,MAN,AMF,INA,3
2026-04,MAN,ASP,ACT,105
2026-04,MAN,ASP,INA,1
2026-04,MAN,BPP,ACT,143
2026-04,MAN,BPP,INA,6
2026-04,MAN,CPF,ACT,242
2026-04,MAN,CPF,INA,24
2026-04,MAN,CPP,ACT,114
2026-04,MAN,CPP,INA,7
2026-04,MAN,CSV,ACT,780
2026-04,MAN,CSV,INA,34
2026-04,MAN,DEM,ACT,66504
2026-04,MAN,DEM,INA,13998
2026-04,MAN,ECO,ACT,61
2026-04,MAN,ECO,INA,6
2026-04,MAN,FFP,ACT,23
2026-04,MAN,FFP,INA,1
2026-04,MAN,GRE,ACT,159
2026-04,MAN,GRE,INA,44
2026-04,MAN,IND,ACT,6978
2026-04,MAN,IND,INA,676
2026-04,MAN,JEF,ACT,4
2026-04,MAN,LPF,ACT,682
2026-04,MAN,LPF,INA,164
2026-04,MAN,MGT,ACT,1
2026-04,MAN,NPA,ACT,64252
2026-04,MAN,NPA,INA,16100
2026-04,MAN,PSL,ACT,31
2026-04,MAN,PSL,INA,6
2026-04,MAN,REP,ACT,138448
2026-04,MAN,REP,INA,13668
2026-04,MON,AMF,ACT,104
2026-04,MON,AMF,INA,7
2026-04,MON,ASP,ACT,41
2026-04,MON,ASP,INA,3
2026-04,MON,BPP,ACT,29
2026-04,MON,BPP,INA,7
2026-04,MON,CPF,ACT,108
2026-04,MON,CPF,INA,24
2026-04,MON,CPP,ACT,44
2026-04,MON,CPP,INA,6
2026-04,MON,CSV,ACT,231
2026-04,MON,CSV,INA,37
2026-04,MON,DEM,ACT,14761
2026-04,MON,DEM,INA,1955
2026-04,MON,ECO,ACT,40
2026-04,MON,ECO,INA,4
2026-04,MON,FFP,ACT,8
2026-04,MON,GRE,ACT,55
2026-04,MON,GRE,INA,14
